source,target,relation,source_name,target_name,source_file,evidence_text,block_id,triple_id,confidence,status,evidence_count
node_c391db2f2559,node_0ff7fc907501,包含,车路协同基础平台,车载单元,inputs/triples_all_reviewed.json,"从功能结构角度来看,车路协同基础平台一般包括车载单元。",chunk_000303,triple_pred_000296,0.9655,normal,1
node_c391db2f2559,node_e152d06ae689,包含,车路协同基础平台,通信平台,inputs/triples_all_reviewed.json,"在教材描述中,车路协同基础平台通常由通信平台等部分构成。",chunk_000303,triple_pred_000298,0.9622,normal,1
node_0ff7fc907501,node_b88286920db7,包含,车载单元,定位模块,inputs/triples_all_reviewed.json,"在教材描述中,车载单元通常由定位模块等部分构成。",chunk_000303,triple_pred_000300,0.9635,normal,1
node_0ff7fc907501,node_6ed29a895517,包含,车载单元,通信模块,inputs/triples_all_reviewed.json,"在教材描述中,车载单元通常由通信模块等部分构成。",chunk_000303,triple_pred_000301,0.9635,normal,1
node_4f0b463194a8,node_06416897d67f,包含,车载客户端系统,ROS平台,inputs/triples_all_reviewed.json,车载客户端系统包括机器人操作系统(ROS)和硬件平台；,chunk_000001,triple_pred_000001,0.9687,normal,1
node_4f0b463194a8,node_1f33c8a55c4c,包含,车载客户端系统,硬件平台,inputs/triples_all_reviewed.json,车载客户端系统包括机器人操作系统(ROS)和硬件平台；,chunk_000001,triple_pred_000002,0.9673,normal,1
node_50cdd0e46f60,node_422f0865e57e,包含,车载系统安全,车载入侵检测技术,inputs/triples_all_reviewed.json,"在教材描述中,车载系统安全通常由车载入侵检测技术等部分构成。",chunk_000303,triple_pred_000305,0.9823,normal,1
node_50cdd0e46f60,node_b16d40583866,包含,车载系统安全,车载加密技术,inputs/triples_all_reviewed.json,"在教材描述中,车载系统安全通常由车载加密技术等部分构成。",chunk_000303,triple_pred_000307,0.9827,normal,1
node_50cdd0e46f60,node_37744c951bf2,包含,车载系统安全,车载安全审计技术,inputs/triples_all_reviewed.json,"从功能结构角度来看,车载系统安全一般包括车载安全审计技术。",chunk_000303,triple_pred_000309,0.9812,normal,1
node_50cdd0e46f60,node_f6da16092fbb,包含,车载系统安全,车载网络安全认证技术,inputs/triples_all_reviewed.json,"在教材描述中,车载系统安全通常由车载网络安全认证技术等部分构成。",chunk_000303,triple_pred_000311,0.9815,normal,1
node_50cdd0e46f60,node_f04a9c386c94,包含,车载系统安全,车载防火墙技术,inputs/triples_all_reviewed.json,"从功能结构角度来看,车载系统安全一般包括车载防火墙技术。",chunk_000304,triple_pred_000313,0.9822,normal,1
node_dd4de0f9ecd1,node_f4fcf01128a9,包含,马尔可夫决策过程,动作集合,inputs/triples_all_reviewed.json,"从功能结构角度来看,马尔可夫决策过程一般包括动作集合。",chunk_000305,triple_pred_000320,0.9649,normal,1
node_dd4de0f9ecd1,node_b99505a71127,包含,马尔可夫决策过程,回报函数,inputs/triples_all_reviewed.json,"在教材描述中,马尔可夫决策过程通常由回报函数等部分构成。",chunk_000305,triple_pred_000322,0.9601,normal,1
node_dd4de0f9ecd1,node_4b507ce3369e,包含,马尔可夫决策过程,状态转移概率,inputs/triples_all_reviewed.json,"从智能网联汽车系统结构组成来看,马尔可夫决策过程包含状态转移概率。",chunk_000305,triple_pred_000324,0.963,normal,1
node_dd4de0f9ecd1,node_eb0700f83df3,包含,马尔可夫决策过程,状态集合,inputs/triples_all_reviewed.json,"在教材描述中,马尔可夫决策过程通常由状态集合等部分构成。",chunk_000305,triple_pred_000326,0.9609,normal,1
node_b8020ad68ba2,node_6af99bf19124,是一种,Caffe,深度学习功能性平台,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,Caffe是一种深度学习功能性平台。",chunk_000283,triple_pred_000085,0.9684,normal,1
node_8ca53ec8c2c0,node_c6475e9bc9bd,是一种,DQN,基于价值的方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,DQN属于基于价值的方法。",chunk_000283,triple_pred_000086,0.9686,normal,1
node_e0207f5f2687,node_ffa5de0ebe79,是一种,FPGA加MCU的实现方案,计算平台实现方法,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,FPGA加MCU的实现方案是一种计算平台实现方法。",chunk_000284,triple_pred_000087,0.9668,normal,1
node_721a377e0c90,node_ffa5de0ebe79,是一种,FPGA加接口芯片的实现方法,计算平台实现方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,FPGA加接口芯片的实现方法属于计算平台实现方法。",chunk_000284,triple_pred_000092,0.96,normal,1
node_b78619cfe855,node_f4da6a9be189,是一种,Fast R-CNN,两段式算法,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,Fast R-CNN是一种两段式算法。",chunk_000284,triple_pred_000096,0.972,normal,1
node_65c5769b3276,node_0a5f360e1f3b,是一种,FlexRay协议,通信协议,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,FlexRay协议属于通信协议。",chunk_000308,triple_pred_000362,0.9651,normal,1
node_86c7b897c9b7,node_87144784e8e9,是一种,Keras,深度学习抽象化平台,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,Keras是一种深度学习抽象化平台。",chunk_000286,triple_pred_000122,0.9698,normal,1
node_730789ef6710,node_0a5f360e1f3b,是一种,LIN协议,通信协议,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,LIN协议是一种通信协议。",chunk_000308,triple_pred_000360,0.9701,normal,1
node_1c5ef6deca8d,node_6a6fd3350ee8,是一种,MADDPG,CTDE范式,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,MADDPG属于CTDE范式。",chunk_000287,triple_pred_000123,0.9671,normal,1
node_d5021f4748ff,node_6a6fd3350ee8,是一种,MAPPO,CTDE范式,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,MAPPO是一种CTDE范式。",chunk_000287,triple_pred_000125,0.9731,normal,1
node_d5021f4748ff,node_dd18adc5d279,是一种,MAPPO,基于策略的方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,MAPPO属于基于策略的方法。",chunk_000287,triple_pred_000126,0.9695,normal,1
node_c315c8cbcb28,node_ffa5de0ebe79,是一种,MCU加接口芯片的实现方法,计算平台实现方法,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,MCU加接口芯片的实现方法是一种计算平台实现方法。",chunk_000287,triple_pred_000128,0.9657,normal,1
node_361d42992828,node_0a5f360e1f3b,是一种,MOST总线,通信协议,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,MOST总线属于通信协议。",chunk_000308,triple_pred_000361,0.9618,normal,1
node_0f2525d91379,node_44005ff12c84,是一种,MS-CNN,多尺度目标检测器,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,MS-CNN属于多尺度目标检测器。",chunk_000287,triple_pred_000131,0.9655,normal,1
node_f0a6dacedd48,node_1e476ef3ebd8,是一种,MV3D,特征级融合方法,inputs/triples_all_reviewed.json,"因此很多方案将这两个互补的传感器结合起来.MV3D是一种经典的特征级融合方法,该方法如图所示,先在激光雷达鸟瞰数据中通过设计神经网络结构的自编码器生成3D候选对象。",chunk_000038,triple_pred_000034,0.7602,normal,1
node_bf863777e6ef,node_dd18adc5d279,是一种,PPO,基于策略的方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,PPO属于基于策略的方法。",chunk_000288,triple_pred_000139,0.967,normal,1
node_e6797fd4fd08,node_26adf0f9d2a4,是一种,PX2,GPU计算解决方案,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,PX2是一种GPU计算解决方案。",chunk_000288,triple_pred_000140,0.9628,normal,1
node_9bb185a316ca,node_c6475e9bc9bd,是一种,Q学习,基于价值的方法,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,Q学习是一种基于价值的方法。",chunk_000288,triple_pred_000141,0.9709,normal,1
node_91440a66208a,node_0c0e93bf216c,是一种,RSA非对称加密方法,加密方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,RSA非对称加密方法属于加密方法。",chunk_000289,triple_pred_000148,0.9643,normal,1
node_91440a66208a,node_4539a76ec515,是一种,RSA非对称加密方法,非对称加密方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,RSA非对称加密方法属于非对称加密方法。",chunk_000289,triple_pred_000149,0.9627,normal,1
node_6b4a8910498e,node_00bcf8859376,是一种,SVM,数据驱动的预测方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,SVM属于数据驱动的预测方法。",chunk_000290,triple_pred_000153,0.9686,normal,1
node_dbe8ffecaaed,node_d68975152e94,是一种,Tensorflow,深度学习平台,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,Tensorflow属于深度学习平台。",chunk_000290,triple_pred_000155,0.9637,normal,1
node_917904ac8c83,node_6af99bf19124,是一种,Torch,深度学习功能性平台,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,Torch属于深度学习功能性平台。",chunk_000290,triple_pred_000156,0.9656,normal,1
node_9824a7dbd042,node_00bcf8859376,是一种,人工神经网络,数据驱动的预测方法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,人工神经网络属于数据驱动的预测方法。",chunk_000292,triple_pred_000170,0.9659,normal,1
node_524bc595594c,node_3f1a6126c752,是一种,储能BMS系统,电池管理系统,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,储能BMS系统是一种电池管理系统。",chunk_000292,triple_pred_000172,0.9666,normal,1
node_8d85d104c303,node_4b580c2a7d2f,是一种,光流,图像对齐算法,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,光流是一种图像对齐算法。",chunk_000292,triple_pred_000175,0.9716,normal,1
node_171499dc2012,node_32bf77ef383c,是一种,决策级融合,多传感器融合方式,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,决策级融合属于多传感器融合方式。",chunk_000310,triple_pred_000376,0.9642,normal,1
node_6995a49447d1,node_32bf77ef383c,是一种,分布式融合,多传感器融合方式,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,分布式融合属于多传感器融合方式。",chunk_000309,triple_pred_000369,0.9649,normal,1
node_7d1352693726,node_822b536d923c,是一种,北斗,定位系统,inputs/triples_all_reviewed.json,"感器的一种,摄像头在教材中常被单独介绍。在智能网联汽车相关研究中,北斗是一种定位系统。作为定位系统的一种,北斗在教材中常被单独",chunk_000306,triple_pred_000335,0.66,normal,1
node_e5a225565807,node_139c75f21093,是一种,卡尔曼滤波,SOC预测算法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,卡尔曼滤波属于SOC预测算法。",chunk_000292,triple_pred_000178,0.9696,normal,1
node_6f86771ef347,node_4cc38cf8a49d,是一种,卷积神经网络,神经网络,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,卷积神经网络是一种神经网络。",chunk_000293,triple_pred_000179,0.969,normal,1
node_0f6a5ecbb649,node_1d6d610d4161,是一种,双目校正,图像校正,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,双目校正是一种图像校正。",chunk_000293,triple_pred_000191,0.9719,normal,1
node_71d80e544e61,node_36484d3eaa0c,是一种,双目立体视觉,立体视觉,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,双目立体视觉属于立体视觉。",chunk_000294,triple_pred_000193,0.9536,normal,1
node_4f74309203aa,node_2f258185c5e0,是一种,受限玻尔兹曼机,深度学习常用模型,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,受限玻尔兹曼机属于深度学习常用模型。",chunk_000294,triple_pred_000194,0.9697,normal,1
node_69725ff16a22,node_e7cabc5e8830,是一种,基于模型的强化学习,强化学习,inputs/triples_all_reviewed.json,"强化学习算法根据智能体是否需要对环境动态进行显式建模,可分为两大核心类别：基于模型的强化学习和无模型的强化学习。",chunk_000240,triple_pred_000074,0.9501,normal,1
node_b787db481e81,node_e7cabc5e8830,是一种,多智能体强化学习,强化学习,inputs/triples_all_reviewed.json,"在智能网联汽车相关研究中,多智能体强化学习是一种强化学习。",chunk_000294,triple_pred_000199,0.973,normal,1
node_a14479ba902c,node_139c75f21093,是一种,安时积分法,SOC预测算法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,安时积分法属于SOC预测算法。",chunk_000294,triple_pred_000200,0.9694,normal,1
node_0094fecf7b61,node_139c75f21093,是一种,开路电压法,SOC预测算法,inputs/triples_all_reviewed.json,"从智能网联汽车技术分类角度来看,开路电压法属于SOC预测算法。",chunk_000294,triple_pred_000201,0.9675,normal,1
